RAT MESENTERY  01-08-85
389



SEGMENT NAME   TYPE   FROM  TO    DIAM   LENGTH  HDmes  VELmes
1	2	1	2	9.000000	542.490000	0.319459	0.000000
2	1	3	1	9.000000	374.460000	0.343115	0.000000
3	2	4	1	10.000000	330.070000	0.273742	0.000000
4	2	3	4	13.000000	151.410000	0.577699	0.000000
7	1	28	3	14.000000	1046.390000	0.544616	0.000000
8	3	4	9	20.500000	421.960000	0.605919	0.000000
12	3	9	10	19.000000	358.430000	0.578205	0.000000
13	3	11	10	10.000000	96.660000	0.454958	0.000000
14	3	10	12	18.500000	481.880000	0.528689	0.000000
15	3	12	13	28.500000	269.800000	0.496479	0.000000
16	3	14	13	22.000000	321.200000	0.497900	0.000000
17	2	15	16	8.000000	256.090000	0.239244	0.000000
18	1	15	17	16.000000	337.010000	0.497900	0.000000
19	1	17	14	19.000000	62.750000	0.506819	0.000000
20	2	17	14	9.000000	224.680000	0.000000	0.000000
21	3	13	16	29.000000	31.670000	0.496958	0.000000
22	3	16	18	25.000000	280.690000	0.487721	0.000000
23	2	40	18	7.000000	467.160000	0.154079	0.000000
24	3	18	37	31.000000	657.690000	0.470000	0.000000
25	2	19	12	8.500000	469.940000	0.305461	0.000000
26	2	19	20	8.500000	379.930000	0.031464	0.000000
27	1	21	19	11.000000	99.820000	0.277188	0.000000
28	2	21	22	11.000000	192.030000	0.338344	0.000000
29	1	23	15	15.000000	108.140000	0.472192	0.000000
30	2	24	11	8.000000	367.470000	0.426033	0.000000
31	2	29	9	7.000000	396.130000	0.423227	0.000000
33	2	29	11	8.000000	243.620000	0.507077	0.000000
34	1	39	21	11.500000	644.130000	0.312753	0.000000
35	3	22	95	17.000000	318.510000	0.242262	0.000000
36	2	114	22	8.000000	735.990000	0.139731	0.000000
37	1	28	29	8.500000	155.660000	0.474578	0.000000
38	1	30	28	14.000000	344.800000	0.525977	0.000000
39	1	30	31	11.000000	360.860000	0.448886	0.000000
40	1	32	30	13.500000	59.530000	0.501288	0.000000
41	1	32	85	7.000000	85.610000	0.356645	0.000000
42	1	93	32	16.000000	396.800000	0.477767	0.000000
43	1	23	33	12.000000	265.780000	0.375826	0.000000
44	2	33	34	12.500000	188.660000	0.408987	0.000000
45	2	33	35	8.000000	159.950000	0.242577	0.000000
46	3	34	35	19.000000	45.060000	0.421443	0.000000
47	3	35	36	22.000000	225.490000	0.404154	0.000000
48	3	36	37	22.000000	264.360000	0.393609	0.000000
49	3	37	38	31.000000	327.360000	0.449879	0.000000
50	1	39	40	13.000000	561.320000	0.414810	0.000000
51	1	40	23	13.500000	294.660000	0.443139	0.000000
52	1	114	39	15.000000	537.770000	0.384145	0.000000
53	3	38	118	27.000000	737.740000	0.460078	0.000000
54	2	41	36	10.000000	303.050000	0.333972	0.000000
55	2	41	42	12.000000	357.620000	0.387446	0.000000
56	3	42	38	23.000000	237.600000	0.469577	0.000000
57	1	43	41	12.000000	382.620000	0.367478	0.000000
58	1	43	44	15.500000	91.070000	0.483010	0.000000
59	2	44	34	13.000000	673.990000	0.430838	0.000000
60	2	44	46	14.500000	342.130000	0.509794	0.000000
61	1	45	43	17.000000	460.350000	0.455538	0.000000
62	2	45	46	13.000000	401.420000	0.440850	0.000000
63	3	46	47	20.000000	223.260000	0.471160	0.000000
64	3	47	42	22.000000	148.280000	0.474991	0.000000
65	2	48	47	19.000000	288.650000	0.478930	0.000000
66	1	49	48	14.000000	742.030000	0.455960	0.000000
67	2	48	50	16.000000	747.050000	0.413461	0.000000
68	1	49	45	14.000000	572.680000	0.449796	0.000000
69	2	51	52	15.000000	763.970000	0.359197	0.000000
70	3	52	50	20.000000	236.630000	0.332906	0.000000
71	3	50	118	21.000000	377.660000	0.352155	0.000000
72	1	51	53	12.000000	273.080000	0.360076	0.000000
73	2	53	52	16.000000	788.050000	0.193133	0.000000
74	1	54	49	17.000000	257.300000	0.452947	0.000000
75	1	54	55	21.000000	93.680000	0.520306	0.000000
76	1	56	54	21.500000	629.600000	0.500868	0.000000
77	2	53	57	13.000000	260.700000	0.416132	0.000000
78	3	57	66	66.000000	1010.250000	0.414036	0.000000
79	1	56	58	8.000000	53.280000	0.450050	0.000000
80	2	58	59	11.000000	164.340000	0.427282	0.000000
81	2	58	59	13.500000	335.760000	0.465629	0.000000
82	3	59	60	18.000000	476.380000	0.450050	0.000000
83	3	60	66	36.000000	157.120000	0.450015	0.000000
84	1	69	61	32.000000	715.560000	0.452352	0.000000
85	1	61	62	28.500000	541.640000	0.450397	0.000000
86	1	62	63	20.000000	201.640000	0.469457	0.000000
87	1	63	51	13.000000	739.480000	0.359573	0.000000
88	1	63	56	21.000000	277.650000	0.490854	0.000000
91	1	61	64	15.000000	291.930000	0.456357	0.000000
92	1	64	65	22.000000	49.690000	0.474965	0.000000
93	3	67	60	34.000000	299.900000	0.450000	0.000000
94	3	66	68	70.000000	309.990000	0.424574	0.000000
95	3	68	76	83.000000	717.210000	0.443806	0.000000
96	2	69	70	13.500000	384.550000	0.081712	0.000000
97	1	77	69	35.000000	677.230000	0.444574	0.000000
98	3	145	68	55.000000	404.070000	0.449753	0.000000
99	2	141	71	16.500000	312.500000	0.321516	0.000000
100	2	141	71	20.000000	244.360000	0.438959	0.000000
101	3	71	143	20.500000	474.180000	0.406581	0.000000
102	1	72	73	11.500000	371.990000	0.315725	0.000000
103	2	73	74	11.000000	337.010000	0.251550	0.000000
104	2	73	75	12.000000	194.220000	0.349360	0.000000
105	3	75	74	20.000000	56.970000	0.486249	0.000000
106	3	74	146	20.000000	94.300000	0.473015	0.000000
107	3	80	75	16.000000	363.670000	0.503862	0.000000
108	1	78	77	35.000000	92.200000	0.448000	0.000000
109	1	77	72	28.000000	535.590000	0.452185	0.000000
110	1	72	79	28.000000	110.170000	0.465260	0.000000
111	2	79	81	8.000000	119.630000	0.003462	0.000000
112	1	79	80	28.000000	26.000000	0.474073	0.000000
113	1	80	82	28.000000	17.000000	0.444531	0.000000
114	1	82	83	29.000000	143.470000	0.454295	0.000000
115	1	82	84	11.000000	177.710000	0.068932	0.000000
116	2	83	147	9.500000	249.440000	0.389152	0.000000
117	2	85	86	9.000000	824.570000	0.315647	0.000000
118	3	87	86	16.000000	88.220000	0.406000	0.000000
119	3	86	88	18.000000	210.470000	0.400634	0.000000
120	2	85	89	10.000000	798.230000	0.386160	0.000000
121	3	89	88	16.000000	235.770000	0.365364	0.000000
122	3	88	161	22.000000	836.100000	0.393757	0.000000
123	2	162	89	10.000000	341.260000	0.354626	0.000000
124	1	163	90	8.000000	185.270000	0.365852	0.000000
125	2	90	91	8.000000	258.960000	0.130919	0.000000
126	2	90	92	10.000000	102.510000	0.422711	0.000000
127	3	91	92	11.500000	129.620000	0.146739	0.000000
128	3	92	173	13.500000	579.260000	0.310830	0.000000
129	2	94	91	10.500000	641.140000	0.155445	0.000000
130	1	93	24	9.000000	103.180000	0.447399	0.000000
131	2	24	20	9.000000	304.690000	0.463415	0.000000
133	3	20	97	14.000000	261.090000	0.440397	0.000000
134	1	98	99	20.000000	120.130000	0.461409	0.000000
135	1	99	94	9.000000	244.420000	0.437818	0.000000
136	2	94	97	12.000000	228.480000	0.492993	0.000000
137	1	99	93	19.000000	554.430000	0.469244	0.000000
138	1	98	100	16.500000	584.240000	0.459944	0.000000
139	1	110	98	20.500000	516.670000	0.460779	0.000000
140	3	97	95	19.000000	78.550000	0.473066	0.000000
141	3	95	101	22.000000	283.450000	0.393438	0.000000
142	1	100	163	15.500000	577.470000	0.431323	0.000000
