Chicken Embryo CAM
818 XXX NSEG NNOD



SEGMENT NAME   TYPE   FROM       TO    DIAM   LENGTH  HDmes  VELmes
3	1	4	5	62.81	32.25	0.50	0.00
4	1	5	6	71.81	128.01	0.51	0.00
5	1	6	7	71.12	30.74	0.51	0.00
6	1	7	8	70.14	83.11	0.51	0.00
7	1	8	9	79.41	166.27	0.52	0.00
9	1	9	11	81.08	28.44	0.52	0.00
10	1	11	12	92.80	36.05	0.53	0.00
11	1	12	13	78.74	115.54	0.53	0.00
12	1	13	14	71.39	68.79	0.53	0.00
13	1	14	15	80.74	74.47	0.54	0.00
14	1	15	16	75.57	169.47	0.54	0.00
15	1	16	17	77.48	47.64	0.55	0.00
16	1	17	18	79.97	64.01	0.55	0.00
17	1	18	19	68.89	41.80	0.55	0.00
18	1	19	20	70.36	40.63	0.56	0.00
19	1	20	105	69.74	111.29	0.56	0.00
20	1	4	21	13.36	346.38	0.06	0.00
21	1	21	22	17.02	54.35	0.06	0.00
25	3	25	24	18.18	99.64	0.50	0.00
26	3	24	26	30.46	62.47	0.48	0.00
27	3	26	27	26.85	115.66	0.49	0.00
34	1	6	33	13.76	180.69	0.21	0.00
35	2	33	34	15.70	167.56	0.17	0.00
36	2	21	34	12.96	63.83	0.01	0.00
37	3	34	35	15.02	51.12	0.14	0.00
38	2	22	35	16.86	76.76	0.07	0.00
39	3	35	36	27.70	32.66	0.11	0.00
40	3	36	37	31.72	75.58	0.35	0.00
41	3	26	38	20.93	65.71	0.26	0.00
42	3	37	38	32.89	83.79	0.34	0.00
44	3	38	340	26.71	191.75	0.33	0.00
45	2	33	40	16.59	34.08	0.24	0.00
47	3	40	36	28.57	220.60	0.41	0.00
48	3	37	42	30.42	79.42	0.36	0.00
49	3	42	43	30.05	78.72	0.35	0.00
50	3	43	44	40.10	41.19	0.35	0.00
51	3	44	338	33.76	102.07	0.35	0.00
52	1	7	45	30.10	80.11	0.06	0.00
53	2	45	46	14.97	105.41	0.06	0.00
54	2	5	46	15.30	127.10	0.00	0.00
55	3	46	30	19.33	47.77	0.02	0.00
56	1	45	47	16.78	148.52	0.06	0.00
58	1	8	48	20.30	125.74	0.43	0.00
59	2	48	40	19.33	87.41	0.46	0.00
61	2	48	50	19.02	206.39	0.39	0.00
62	3	50	42	25.41	201.38	0.35	0.00
63	1	9	51	14.90	240.20	0.25	0.00
64	1	51	52	24.00	81.72	0.29	0.00
65	2	52	50	20.01	67.61	0.30	0.00
66	2	52	54	15.70	197.83	0.25	0.00
67	3	54	43	20.01	101.99	0.31	0.00
68	1	11	55	15.82	83.51	0.12	0.00
69	1	55	59	18.63	301.37	0.13	0.00
71	1	55	60	15.12	99.84	0.09	0.00
74	1	12	63	34.30	241.94	0.42	0.00
79	1	13	68	36.02	157.32	0.51	0.00
80	1	68	51	15.33	227.77	0.34	0.00
81	1	68	70	38.43	93.72	0.52	0.00
82	1	70	71	26.37	334.93	0.52	0.00
83	2	71	54	17.15	138.92	0.37	0.00
84	2	71	72	36.76	42.01	0.54	0.00
86	3	72	74	26.37	53.50	0.53	0.00
87	3	74	75	30.85	94.44	0.54	0.00
88	3	75	44	23.49	126.47	0.44	0.00
89	3	75	346	30.57	384.36	0.55	0.00
90	3	74	328	19.52	267.59	0.50	0.00
91	2	76	72	11.69	153.09	0.23	0.00
92	2	14	77	19.33	414.31	0.29	0.00
93	3	77	78	24.85	194.94	0.24	0.00
94	1	15	79	17.96	240.08	0.39	0.00
95	1	79	80	21.77	62.62	0.37	0.00
97	1	70	84	35.21	184.05	0.52	0.00
100	1	84	76	24.59	201.68	0.49	0.00
102	1	84	85	21.70	72.39	0.54	0.00
103	2	85	320	20.24	184.22	0.49	0.00
104	2	85	86	17.83	32.39	0.57	0.00
105	2	80	86	14.81	192.13	0.30	0.00
106	3	86	318	30.46	185.39	0.53	0.00
107	1	16	87	23.37	141.77	0.44	0.00
108	1	87	79	12.61	105.70	0.31	0.00
109	1	87	88	16.69	39.34	0.46	0.00
110	1	88	89	19.52	103.71	0.49	0.00
111	2	80	90	18.63	58.11	0.39	0.00
112	2	89	90	19.37	34.03	0.51	0.00
113	2	88	91	14.14	67.53	0.32	0.00
114	3	90	92	24.29	240.48	0.44	0.00
115	3	92	94	28.43	39.59	0.44	0.00
116	2	89	95	23.02	52.79	0.48	0.00
117	2	17	77	15.12	302.88	0.11	0.00
118	2	18	96	16.31	320.36	0.21	0.00
119	1	19	97	22.69	64.13	0.44	0.00
120	2	97	91	14.25	164.42	0.37	0.00
121	3	91	95	17.15	102.21	0.35	0.00
122	3	95	98	20.30	55.92	0.41	0.00
124	3	100	92	25.10	111.44	0.44	0.00
125	2	97	101	20.10	152.20	0.46	0.00
126	3	101	102	16.78	36.47	0.44	0.00
127	3	102	98	23.13	160.67	0.44	0.00
128	2	103	102	17.96	64.44	0.00	0.00
129	3	98	100	27.96	38.22	0.43	0.00
130	3	100	104	20.31	188.72	0.33	0.00
133	2	20	96	15.02	318.98	0.08	0.00
134	3	96	78	20.30	65.77	0.15	0.00
135	1	105	106	81.32	43.23	0.57	0.00
136	1	106	107	74.82	127.81	0.57	0.00
137	1	107	108	45.98	77.86	0.58	0.00
138	1	107	109	75.25	44.66	0.56	0.00
139	1	108	110	51.27	110.10	0.59	0.00
140	1	110	111	51.85	145.97	0.59	0.00
141	1	111	112	55.17	38.97	0.60	0.00
142	1	112	113	52.26	149.90	0.61	0.00
143	1	113	114	51.24	119.24	0.61	0.00
144	1	109	115	70.82	185.96	0.57	0.00
145	1	115	116	56.32	123.71	0.57	0.00
146	1	116	117	58.07	70.85	0.58	0.00
147	1	117	118	50.83	78.13	0.59	0.00
148	1	118	119	48.66	109.69	0.59	0.00
149	1	119	178	46.55	128.68	0.59	0.00
