RAT MESENTERY  02-12-13
CAM_subNet



SEGMENT NAME   TYPE   FROM  TO    DIAM   LENGTH  HDmes  VELmes
7422	1	4956	4955	114.770000	287.250000	0.000000	0.000000
7421	1	4955	4953	121.420000	97.530000	0.000000	0.000000
7445	1	4955	4980	23.640000	159.350000	0.000000	0.000000
7420	1	4953	4954	105.610000	187.000000	0.000000	0.000000
7491	1	4953	5000	81.460000	111.580000	0.000000	0.000000
7446	1	4980	4981	9.000000	37.940000	0.000000	0.000000
7447	1	4980	4982	22.800000	106.550000	0.000000	0.000000
7450	1	4954	4985	13.340000	108.610000	0.000000	0.000000
7495	1	4954	5002	104.370000	70.460000	0.000000	0.000000
7418	1	5000	4951	84.930000	147.630000	0.000000	0.000000
7492	1	5000	5001	9.000000	79.690000	0.000000	0.000000
7454	2	4981	4987	9.000000	69.770000	0.000000	0.000000
7448	1	4982	4983	9.000000	32.390000	0.000000	0.000000
7466	1	4982	4991	11.000000	67.500000	0.000000	0.000000
7456	1	4985	4989	11.480000	23.040000	0.000000	0.000000
7457	1	4985	4990	9.000000	41.230000	0.000000	0.000000
7419	1	5002	4850	101.890000	151.080000	0.000000	0.000000
7496	1	5002	5003	9.000000	58.100000	0.000000	0.000000
7416	1	4951	4457	81.480000	78.340000	0.000000	0.000000
7417	1	4951	4952	13.340000	113.050000	0.000000	0.000000
7493	2	5001	4960	12.280000	112.630000	0.000000	0.000000
7452	3	4987	4976	9.000000	23.150000	0.000000	0.000000
7465	2	4983	4984	9.000000	93.450000	0.000000	0.000000
7470	2	4991	4993	10.000000	88.960000	0.000000	0.000000
7461	2	4989	4988	10.455000	72.740000	0.000000	0.000000
7458	2	4990	4978	10.160000	112.300000	0.000000	0.000000
7256	1	4850	4849	101.130000	49.660000	0.000000	0.000000
7262	1	4850	4856	18.870000	103.470000	0.000000	0.000000
7502	2	5003	5005	9.000000	62.990000	0.000000	0.000000
6659	1	4457	4458	29.530000	182.760000	0.000000	0.000000
6761	1	4457	4522	82.270000	59.090000	0.000000	0.000000
7426	3	4960	4959	15.560000	92.960000	0.000000	0.000000
7441	3	4976	4975	13.340000	131.840000	0.000000	0.000000
7449	3	4984	4975	9.000000	30.910000	0.000000	0.000000
7468	3	4993	4992	9.000000	35.880000	0.000000	0.000000
7453	3	4988	4976	9.430000	39.340000	0.000000	0.000000
7444	3	4978	4977	11.320000	90.520000	0.000000	0.000000
7255	1	4849	4843	103.430000	455.580000	0.000000	0.000000
7257	1	4849	4851	59.250000	99.460000	0.000000	0.000000
7263	1	4856	4857	14.370000	59.670000	0.000000	0.000000
7264	1	4856	4858	11.320000	78.590000	0.000000	0.000000
7498	3	5005	4961	9.000000	19.000000	0.000000	0.000000
6699	1	4522	4498	78.480000	87.090000	0.000000	0.000000
6762	1	4522	4523	14.740000	88.180000	0.000000	0.000000
7425	3	4959	4958	15.560000	63.750000	0.000000	0.000000
7440	3	4975	4971	20.410000	78.580000	0.000000	0.000000
7433	3	4992	4965	34.790000	57.630000	0.000000	0.000000
7443	3	4977	4971	14.370000	86.840000	0.000000	0.000000
7246	1	4843	4842	98.730000	193.020000	0.000000	0.000000
7247	1	4843	4839	62.260000	82.370000	0.000000	0.000000
7258	1	4851	4852	15.090000	123.970000	0.000000	0.000000
7259	1	4851	4853	59.220000	110.360000	0.000000	0.000000
7500	2	4857	5004	11.995000	82.070000	0.000000	0.000000
7265	1	4858	4859	11.320000	93.630000	0.000000	0.000000
7266	1	4858	4860	9.000000	36.000000	0.000000	0.000000
7427	3	4961	4959	11.930000	80.910000	0.000000	0.000000
6658	1	4498	4420	79.630000	59.170000	0.000000	0.000000
6700	1	4498	4499	11.930000	72.470000	0.000000	0.000000
6763	1	4523	4524	9.000000	49.450000	0.000000	0.000000
6764	1	4523	4525	10.670000	70.460000	0.000000	0.000000
7424	3	4958	3968	26.480000	142.170000	0.000000	0.000000
7436	3	4971	4968	24.530000	104.230000	0.000000	0.000000
7245	1	4842	4840	101.760000	30.000000	0.000000	0.000000
7315	1	4842	4897	16.980000	81.900000	0.000000	0.000000
7242	1	4839	4837	60.500000	48.050000	0.000000	0.000000
7248	1	4839	4844	13.610000	109.250000	0.000000	0.000000
7362	1	4852	4927	11.000000	77.660000	0.000000	0.000000
7369	1	4852	4930	9.000000	28.520000	0.000000	0.000000
7260	1	4853	4854	57.880000	33.280000	0.000000	0.000000
7261	1	4853	4855	17.090000	104.040000	0.000000	0.000000
7497	3	5004	4961	9.620000	43.470000	0.000000	0.000000
7283	2	4859	4869	10.160000	94.270000	0.000000	0.000000
7281	2	4860	4861	9.215000	114.920000	0.000000	0.000000
6610	1	4420	3964	32.300000	158.170000	0.000000	0.000000
6611	1	4420	4528	83.020000	102.620000	0.000000	0.000000
