  Shrink.co.GWallFactSG Qmin       Shrink.co.EMet.factE  Cond.fact. Lengthcon. Ref.cond.  Oxy.deman  Oxygenref Met.factG  Metdecay WallFactTG TauFactG   SigmFactE  SigmFactG  WallFactSE WallFactTE RefSigma   RefTau     RefWallTh  WallFactME WallFactMG RandMet    RandHyd    CrossTS    CrossST    CrossAD    ActInf  Hdinp  Ninv      deltaP     Inflow       Conduct.      OxSupTot      tb        tc       tp       PathB      PathE    PathP   TissueFa  VesselFa   NetwFa    PathwE    VelErr     HctErr     DiaErr     VelR      DOxSatM   DOxPressM  DOxSat   DOxPress       EnCons    VolTot     OxDefic     OxEffic   RMSOxyHet   PCapRel     JVrel       AdAvgDia     AdAvgWall   ElongParaAvg  GrowthParaAvg  TauVarRMS   SigmaErr  WallLumen     TauErr    SigAVDiff    SigRsq    SigB     TauAVDiff    TauB      RMSTauP    RMSSigP   RMSAreaP    RMSD3P       Kte DelSeg AdRun DerrR AdRanR OptPar     SigMean  TauMean  AvgDia   AWallTh  AWallArCapFlRMS  CapFluxRMS CapPO2RMS ConsAdSens OxExtr. PathLqRMS  OxDemand  FlowDemR2 FlowDemB
   0.019882   0.674328   0.010000   3.058196   0.813091   1.588077   14292.00    6618.00  0.0000400  94.434  -0.327331   10000.00   0.114198   0.000000   0.000000   1.000000   0.674328   0.114198      34168   0.559846   0.803949   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.030000  1.0000  0.444  11       61.3870    409.4847    6.67055021    80.19933     3.511     3.016     3.906    7362.4    7741.1    7061.7  0.859115  0.798513  1.024255  1.050415  0.6167751  0.6010846  0.4410538  0.5905828   0.08059    25.603   0.03798    11.608     34.3831    45.61469   0.0162954   0.1346133   0.2210107   0.1411570  -0.06520   0.053083954   0.013136117   0.020680607   0.029507414     1.2530     0.22878   0.702430     0.77274   0.037001    0.70990    0.57034    0.40078    0.31204   0.291477   0.103002   0.167740   0.171089   1.000000   0   600     0   1   0.00000000    168689   50.006  14.6882  3.53188  3.53188   0.93615   0.95594   0.28338   1.00000   0.04114   0.40643   6.35068   0.00000   0.00000
 
  Name  oldDia   newDia   Pr_mean  Tau_real  Tau_fit    Vel       Flow    Visc      HD     P_O2      S_O2     S_tot   MetStim   Hydrod   CondSti MetLoc   MetConv   Typ   WallTh   Sigma    SO2in    SO2out     deltaP   ConsAdFact
  2100    9.530   11.998   19.757   20.400   -1.154   0.8014      5.4430  3.820   0.4001  72.0597   0.8721  -0.0011   1.7392   0.0000   0.0777   0.0509    293.7     3    1.031    166629   0.8728   0.8714     0.18765   1.0000000
  2101    9.990   10.522   20.167   18.046   -1.156   0.6729      3.5147  3.529   0.3367  68.5295   0.8543  -0.0009   1.8273   0.0000   0.0577   0.2459    233.3     3    0.936    164659   0.8585   0.8502     0.63112   1.0000000
  2102    6.310    9.732   20.816   19.613   -1.161   0.6213      2.7764  3.842   0.3453  69.8554   0.8613  -0.0008   1.7920   0.0000   0.0510   0.2795    169.8     3    0.917    161379   0.8660   0.8567     0.66723   1.0000000
  2103   32.690   24.065   18.885    9.066   -1.151   1.0368     28.1884  2.625   0.4410  68.5587   0.8545   0.0028   2.0984   0.0000   0.1335   0.0595   3509.0     3    1.269    250336   0.8557   0.8533     0.41691   1.0000000
  2104   29.780   24.243   19.349    7.478   -1.152   0.7775     21.4679  2.910   0.4837  69.1516   0.8577   0.0024   2.1515   0.0000   0.1614   0.1027   3023.1     3    1.219    268655   0.8598   0.8556     0.51183   1.0000000
  2105   28.180   18.025   19.969    7.914   -1.155   0.4219      6.4540  4.224   0.5506  69.4213   0.8591   0.0007   2.0790   0.0000   0.1819   0.3611    768.8     3    1.080    235268   0.8653   0.8529     0.72768   1.0000000
  2106   12.850   16.717   20.489    9.452   -1.158   0.4206      5.5346  4.693   0.5643  71.5671   0.8698   0.0007   2.0291   0.0000   0.1516   0.1483    587.4     3    1.017    238034   0.8722   0.8674     0.31232   1.0000000
  2107   14.550   14.456   20.885    6.572   -1.161   0.2686      2.6361  4.415   0.5000  69.2847   0.8584   0.0023   2.2355   0.0000   0.1386   0.2314    452.5     3    0.894    238178   0.8691   0.8477     0.48068   1.0000000
  2108   30.290   21.547   19.787    7.441   -1.154   0.6889     15.0142  2.904   0.4550  70.6761   0.8655   0.0030   2.1501   0.0000   0.1623   0.0451   2107.5     3    1.158    257638   0.8675   0.8634     0.36524   1.0000000
  2110    9.770   11.808   19.406   19.973   -1.153   1.0332      6.7181  2.838   0.3045  69.3582   0.8588   0.0127   1.7185   0.0000   0.1071   0.1549    345.2     3    1.002    163934   0.8612   0.8564     0.62605   1.0000000
  2111    9.660   16.480   18.865   15.952   -1.151   1.5427     19.4113  2.112   0.2392  67.9363   0.8511  -0.0297   1.7050   0.0000   0.1633   0.0888    965.2     3    1.109    196422   0.8527   0.8495     0.53900   1.0000000
  2112   13.350   13.372   17.320   24.100   -1.147   1.3539     12.2030  3.077   0.3832  76.4078   0.8905  -0.1518   1.4299   0.0000   0.0999   0.1021    316.4     3    1.052    167922   0.8915   0.8894     0.64161   1.0000000
  2113    9.330   11.114   18.092   34.384   -1.148   1.3017      7.7203  3.704   0.3649  75.4617   0.8868  -0.0160   1.4664   0.0000   0.0681   0.1267    218.5     3    1.097    136402   0.8882   0.8854     0.90314   1.0000000
  2114   11.410    9.371   18.915   37.983   -1.151   1.3520      5.6540  3.308   0.3218  74.5856   0.8832  -0.0087   1.4582   0.0000   0.0463   0.1150    157.0     3    1.097    121343   0.8845   0.8819     0.74167   1.0000000
  2115   12.680    7.215   27.326   57.710   -1.265   1.3421      3.3401  3.906   0.3216  80.5356   0.9049  -0.0073   1.2184   0.0000   0.0820   1.1898     52.0     2    1.484    107851   0.9301   0.8798    16.08042   1.0000000
  2116   10.110    3.674   31.811   78.887   -1.385  -1.9369     -1.2332  1.871   0.1192  79.0420   0.9000  -0.0606   0.9516   0.0000   0.1113   0.9072      9.9     2    1.564     70936   0.9301   0.8700    -7.10984   1.0000000
  2117    7.530   10.664   26.388   26.801   -1.243  -1.7745     -9.3322  1.995   0.1361  66.4319   0.8423  -0.0038   1.4950   0.0000   0.1546   0.6121    282.7     3    1.318    157456   0.8578   0.8269    -3.73640   1.0000000
  2118    9.180    9.034   30.533   44.119   -1.349   2.1622      8.0980  2.274   0.1386  71.0205   0.8672  -0.0064   1.2982   0.0000   0.1272   0.5168    153.0     3    1.619    131247   0.8781   0.8562     4.55456   1.0000000
  2119   11.010   14.246   17.145   24.301   -1.147   1.5701     13.8473  2.647   0.2864  78.2164   0.8971   0.0527   1.6747   0.0000   0.0970   0.0805    641.3     3    0.918    175787   0.8990   0.8953     0.98075   1.0000000
  2120   10.470   11.743   18.667   30.795   -1.150   1.2492      7.1075  3.386   0.2852  79.2494   0.9007   0.2974   1.8758   0.0000   0.0881   0.1352    527.6     3    1.003    141128   0.9056   0.8959     2.06372   1.0000000
  2121   11.470    5.618   20.584   23.591   -1.159   0.1171      0.1329 12.349   0.0000   0.0000   0.0000   0.7801   2.6394   0.0000   0.0736   2.6226     62.1     2    1.029     72919   0.9168   0.0000     1.77052   1.0000000
  2122    6.820   10.447   20.027   36.477   -1.156   1.4124      6.9732  3.305   0.2906  81.1133   0.9068   0.2366   1.7436   0.0000   0.0666   0.0392    379.9     3    1.021    144833   0.9080   0.9056     0.65553   1.0000000
  2123    7.060    9.316   21.479   54.650   -1.166   1.5646      5.8976  3.905   0.2887  84.7463   0.9173   0.3932   1.7585   0.0000   0.0515   0.0653    332.9     3    1.109    126001   0.9202   0.9144     2.24985   1.0000000
  2124    6.520    5.973   25.698  140.032   -1.229   2.5944      5.4390  4.500   0.3129  86.8600   0.9227  -0.2038   0.5769   0.0000   0.0403   0.2384     15.1     4    1.518     98297   0.9251   0.9204     6.18652   1.0000000
  2125    6.800    8.475   29.936   92.179   -1.332   3.2712     12.1777  3.131   0.2990  88.1638   0.9259  -0.3091   0.4555   0.0000   0.1813   0.0889     22.6     4    1.637    132111   0.9267   0.9251     2.29051   1.0000000
  2126    8.830    8.401   23.213   57.996   -1.186   1.9279      6.7398  3.239   0.2877  83.4257   0.9137  -0.2112   0.8932   0.0000   0.1061   0.7350     46.0     4    1.130    135760   0.9251   0.9023    11.15562   1.0000000
  2127    8.200    7.838   18.306   41.731   -1.149   1.2191      3.5147  3.347   0.1154  66.2718   0.8414   0.1778   1.4753   0.0000   0.1430   1.0337    101.8     3    1.006    106951   0.8776   0.8051     5.89324   1.0000000
  2128   34.970   30.233   16.806   10.993   -1.147   1.4371     61.6912  2.886   0.5169  70.5307   0.8648   0.0030   2.0785   0.0000   0.0880   0.0053   7331.3     3    1.417    249395   0.8648   0.8647     0.08044   1.0000000
  2129   36.080   29.513   16.918   11.448   -1.147   1.4508     59.3515  2.906   0.5169  70.3646   0.8639   0.0029   2.0893   0.0000   0.0680   0.0090   7231.6     3    1.423    244376   0.8641   0.8638     0.14306   1.0000000
  2130   35.710   28.969   17.034   11.689   -1.147   1.4506     57.1833  2.913   0.5151  70.1728   0.8630   0.0028   2.0999   0.0000   0.0544   0.0056   7142.0     3    1.422    241927   0.8631   0.8629     0.08926   1.0000000
  2131   34.320   29.143   17.218   11.023   -1.147   1.3826     55.1539  2.899   0.5141  70.0800   0.8625   0.0028   2.1078   0.0000   0.0682   0.0189   7015.7     3    1.409    248003   0.8628   0.8621     0.27899   1.0000000
  2132   37.300   29.181   17.458   10.650   -1.147   1.3452     53.7957  2.883   0.5121  70.0949   0.8626   0.0028   2.1106   0.0000   0.0780   0.0145   6887.0     3    1.416    250613   0.8628   0.8623     0.20185   1.0000000
  2133   36.080   28.518   17.574   11.414   -1.148   1.3993     53.4659  2.903   0.5117  70.2132   0.8632   0.0025   2.1082   0.0000   0.0570   0.0019   6806.5     3    1.429    244702   0.8632   0.8631     0.02947   1.0000000
  2134   35.140   28.809   17.846   10.028   -1.148   1.2716     49.5502  2.835   0.5033  70.2095   0.8631   0.0032   2.1081   0.0000   0.0988   0.0417   6307.9     3    1.396    256382   0.8639   0.8624     0.51360   1.0000000
  2135    8.290   13.114   18.884   13.898   -1.151   0.3993      3.2299  5.700   0.5500  71.6117   0.8700   0.0061   1.8490   0.0000   0.1371   0.7698    225.6     3    0.945    187052   0.8811   0.8590     1.56237   1.0000000
  2136   37.780   29.020   18.268    9.080   -1.149   1.1719     46.3234  2.805   0.5000  70.5633   0.8649   0.0033   2.1128   0.0000   0.1283   0.0158   5960.7     3    1.389    265479   0.8655   0.8643     0.33094   1.0000000
  2147   12.430   14.885   17.824   12.663   -1.148   0.3663      3.8223  6.431   0.6218  72.7061   0.8751   0.0014   2.0223   0.0000   0.0566   0.2035    399.6     3    0.966    194808   0.8782   0.8720     0.46982   1.0000000
  2148    9.490    8.458   18.361    4.847   -1.149   0.2087      0.7021  2.453   0.1639  54.1833   0.7435   0.0015   2.4340   0.0000   0.0973   0.9470    192.7     3    0.554    198593   0.8658   0.6212     0.60564   1.0000000
  2149    9.540   13.783   18.204   21.766   -1.149   0.3502      3.1193 10.679   0.7248  76.8974   0.8923   0.0098   1.7673   0.0000   0.0492   0.1083    180.0     3    1.068    168063   0.8934   0.8912     0.29124   1.0000000
  2150   12.330   14.066   16.724   20.899   -1.147   0.6751      6.2823  5.438   0.5605  75.6832   0.8876   0.0045   1.7092   0.0000   0.0931   0.0646    315.8     3    1.032    162814   0.8883   0.8869     0.27357   1.0000000
  2151   12.880   13.474   17.801   17.211   -1.148   0.4525      3.8723  6.407   0.5982  74.9043   0.8845   0.0021   1.7832   0.0000   0.1072   0.6406    231.8     3    0.999    171982   0.8930   0.8760     1.88104   1.0000000
  2152    7.050   12.186   18.976   22.195   -1.151   0.4529      3.1719  7.467   0.6132  77.7682   0.8955   0.0007   1.6731   0.0000   0.0926   0.1644    146.7     3    1.028    162724   0.8973   0.8938     0.46930   1.0000000
  2153    7.570   11.436   16.241   41.030   -1.146   1.9383     11.9375  3.025   0.3049  76.8187   0.8920   0.0022   1.3157   0.0000   0.1165   0.1221    235.2     3    1.056    127983   0.8934   0.8907     1.32146   1.0000000
  2154    5.590    9.056   19.221   45.634   -1.152   1.5270      5.8973  3.382   0.2817  76.4457   0.8906   0.0025   1.3020   0.0000   0.0917   0.5367    112.5     3    1.081    120089   0.8980   0.8832     4.63919   1.0000000
  2155   45.510   53.922   15.140    9.524   -1.146   2.3986    327.6904  2.672   0.4916  69.9756   0.8620   0.0029   2.0465   0.0000   0.1652   0.0143  36141.9     3    1.786    313935   0.8622   0.8617     0.52105   1.0000000
  2156   49.670   55.835   15.528    8.579   -1.146   2.2145    324.3634  2.700   0.4936  70.1354   0.8628   0.0030   2.0449   0.0000   0.2005   0.0081  35643.6     3    1.804    329822   0.8629   0.8626     0.25495   1.0000000
  2157   44.640   46.606   15.939    6.845   -1.146   1.3592    138.9849  2.932   0.5403  70.1405   0.8628   0.0016   2.0504   0.0000   0.2629   0.0435  15472.6     3    1.547    330289   0.8635   0.8621     0.56806   1.0000000
  2158   48.450   40.667   16.343    9.573   -1.146   1.6537    128.5927  2.939   0.5443  70.0069   0.8621   0.0017   2.0661   0.0000   0.1458   0.0026  14844.8     3    1.611    285220   0.8622   0.8621     0.05205   1.0000000
  2159   48.260   44.443   16.270    7.560   -1.146   1.4292    132.6954  2.935   0.5423  70.0635   0.8624   0.0024   2.0593   0.0000   0.2264   0.0065  15080.4     3    1.575    316083   0.8625   0.8623     0.09403   1.0000000
  2160   12.650   11.944   16.616   19.374   -1.147   0.5884      3.9534  4.915   0.4778  74.0631   0.8810   0.0025   1.6479   0.0000   0.1483   0.2352    172.2     3    0.916    155460   0.8836   0.8784     0.59739   1.0000000
  2161   50.240   40.054   16.525    9.665   -1.147   1.6353    123.3258  2.956   0.5466  69.8119   0.8611   0.0022   2.0782   0.0000   0.1355   0.0158  14644.9     3    1.617    283130   0.8614   0.8609     0.31130   1.0000000
  2162   19.490   11.198   16.603   35.467   -1.147   0.9153      5.3937  5.417   0.4922  77.7943   0.8956   0.0047   1.4446   0.0000   0.0876   0.0837    145.0     3    1.085    124979   0.8964   0.8949     0.46730   1.0000000
  2163    6.980   13.421   16.509   20.797   -1.147   0.7483      6.3430  4.659   0.4981  76.7547   0.8918   0.0029   1.5074   0.0000   0.2178   0.1653    198.0     3    0.986    160670   0.8933   0.8902     0.57094   1.0000000
  2164   47.100   39.115   16.751    9.891   -1.147   1.6442    118.2123  2.937   0.5434  69.6023   0.8600   0.0025   2.0881   0.0000   0.1218   0.0070  14362.3     3    1.609    281741   0.8602   0.8599     0.13982   1.0000000
  2165   51.190   36.612   16.967    9.684   -1.147   1.4090     88.7174  3.141   0.5689  70.5181   0.8647   0.0027   2.0953   0.0000   0.1231   0.0177  10961.2     3    1.567    274700   0.8650   0.8644     0.29263   1.0000000
  2166   44.870   31.171   17.482    9.161   -1.147   1.1349     51.7782  3.139   0.5564  70.1738   0.8630   0.0032   2.1018   0.0000   0.1334   0.0404   6494.5     3    1.425    265560   0.8636   0.8623     0.43360   1.0000000
  2167   44.400   30.534   17.810    9.198   -1.148   1.1161     48.8565  3.140   0.5539  70.4226   0.8642   0.0032   2.1022   0.0000   0.1318   0.0213   6134.0     3    1.427    264983   0.8646   0.8639     0.22224   1.0000000
  2168   39.810   29.950   18.081    9.037   -1.148   1.0790     45.4287  3.130   0.5500  70.5211   0.8647   0.0033   2.1134   0.0000   0.1301   0.0161   5853.8     3    1.408    267443   0.8653   0.8641     0.31917   1.0000000
  2174   37.180   28.100   17.536    9.165   -1.148   0.9217     34.2001  3.488   0.5832  71.3450   0.8687   0.0018   2.0846   0.0000   0.1400   0.0672   4122.9     3    1.333    257395   0.8698   0.8676     0.54112   1.0000000
  2175   37.330   27.020   17.872    9.567   -1.148   0.9315     31.9482  3.464   0.5741  71.4736   0.8694   0.0021   2.0886   0.0000   0.1237   0.0160   3887.0     3    1.337    251899   0.8696   0.8691     0.13056   1.0000000
  2176   33.120   26.075   18.119    8.957   -1.149   0.8801     28.0872  3.311   0.5500  70.4670   0.8644   0.0032   2.1287   0.0000   0.1193   0.0253   3750.4     3    1.287    255700   0.8653   0.8635     0.36335   1.0000000
  2188   12.990   13.109   19.219   36.481   -1.152   0.4769      3.8541 12.521   0.7496  80.9907   0.9064   0.0042   1.4257   0.0000   0.1007   0.5147     99.1     3    1.279    143907   0.9106   0.9021     2.56389   1.0000000
  2189   24.590   24.381   17.148    9.623   -1.147   1.0531     29.4516  2.782   0.4666  67.0739   0.8461   0.0015   2.0459   0.0000   0.1431   0.0984   3245.4     3    1.194    244478   0.8477   0.8445     0.65440   1.0000000
  2190   19.920   22.971   17.554    9.851   -1.148   1.0315     25.6292  2.741   0.4494  66.4267   0.8423   0.0004   2.0605   0.0000   0.1246   0.0255   2921.6     3    1.176    240014   0.8427   0.8419     0.15796   1.0000000
  2191   26.800   21.811   17.804   10.134   -1.148   1.0406     23.2962  2.653   0.4237  65.3798   0.8359   0.0011   2.0769   0.0000   0.1056   0.0561   2759.0     3    1.181    230642   0.8369   0.8349     0.34237   1.0000000
  2192   11.360   11.557   18.217   15.200   -1.149   0.3174      1.9966  6.915   0.5725  71.6484   0.8702   0.0031   1.8728   0.0000   0.0864   0.3412    147.7     3    0.886    170475   0.8745   0.8659     0.48443   1.0000000
  2193   12.840   10.302   18.866   22.729   -1.151   0.3416      1.7074  8.564   0.5990  74.9554   0.8847   0.0045   1.7000   0.0000   0.0665   0.4435     84.4     3    0.958    147651   0.8895   0.8799     0.81263   1.0000000
  2194   20.360   21.047   18.153   10.159   -1.149   1.0211     21.3001  2.617   0.4097  65.1116   0.8342   0.0004   2.0766   0.0000   0.1035   0.0618   2520.8     3    1.155    232356   0.8353   0.8331     0.35559   1.0000000
  2195   10.840   14.856   18.577    6.912   -1.150   0.2555      2.6527  5.018   0.5500  68.9097   0.8564   0.0016   2.2357   0.0000   0.1187   0.2333    455.5     3    0.847    229042   0.8660   0.8467     0.49157   1.0000000
  2197   18.460   19.306   18.441   11.534   -1.149   1.0619     18.6407  2.620   0.3897  65.0352   0.8337   0.0003   2.0359   0.0000   0.0866   0.0384   2007.3     3    1.146    219259   0.8344   0.8330     0.22004   1.0000000
  2198   18.420   18.633   18.783   11.763   -1.150   1.0483     17.1408  2.613   0.3801  66.4442   0.8424   0.0010   2.0279   0.0000   0.0857   0.0798   1811.9     3    1.144    216290   0.8439   0.8409     0.46501   1.0000000
  2199    8.280   14.835   19.277    7.331   -1.152   0.3144      3.2495  4.317   0.5000  69.2724   0.8583   0.0024   2.2219   0.0000   0.1097   0.1928    540.1     3    0.876    229640   0.8670   0.8497     0.52255   1.0000000
  2200   13.470   16.572   19.317   13.542   -1.152   1.0731     13.8886  2.614   0.3520  66.7165   0.8440  -0.0005   1.9409   0.0000   0.0913   0.1132   1199.2     3    1.113    204528   0.8461   0.8420     0.60172   1.0000000
  2201   13.520   15.784   19.777   13.704   -1.154   1.0249     12.0218  2.637   0.3097  64.8856   0.8327   0.0004   1.9555   0.0000   0.0787   0.0687   1074.0     3    1.109    200669   0.8341   0.8314     0.31982   1.0000000
  2202   12.590   14.975   20.045   14.609   -1.156   0.9646     10.1811  2.833   0.3184  66.0100   0.8398   0.0008   1.9536   0.0000   0.0586   0.0472    905.7     3    1.101    194944   0.8407   0.8389     0.21559   1.0000000
  2203   10.180   11.297   20.256   20.988   -1.157   1.0119      6.0879  2.929   0.2856  62.9492   0.8197  -0.0008   1.7857   0.0000   0.0397   0.0588    366.2     3    1.038    160410   0.8205   0.8188     0.20512   1.0000000
  2204    9.440   10.146   20.735   25.953   -1.160   0.9769      4.7422  3.371   0.3107  64.8090   0.8322  -0.0008   1.6836   0.0000   0.0343   0.2161    224.6     4    1.053    147108   0.8349   0.8296     0.75350   1.0000000
  2205    9.300   11.192   21.408   18.046   -1.165   0.8494      5.0161  2.973   0.2937  65.7589   0.8382  -0.0008   1.6161   0.0000   0.1959   0.2721    202.6     4    1.026    170029   0.8416   0.8349     0.59357   1.0000000
  2206    6.820    6.414   20.930    2.529   -1.161  -0.1418     -0.2748  1.430   0.0000   0.0000   0.0000   0.0024   2.7649   0.0000   0.1068   2.6598    165.5     4    0.448    213701   0.8349   0.0000    -0.36301   1.0000000
  2207    7.060   10.202   21.937   32.795   -1.170   0.7840      3.8139  5.313   0.3937  75.1829   0.8856   0.0081   1.5113   0.0000   0.0770   0.5204    120.3     3    1.132    145457   0.8922   0.8791     2.37679   1.0000000
  2208    8.820   13.476   20.451   10.881   -1.158   0.4795      4.0891  3.816   0.3672  72.1576   0.8726   0.0040   2.0838   0.0000   0.0695   0.2311    493.1     3    0.946    207244   0.8791   0.8660     0.59561   1.0000000
  2209    9.840   10.566   18.999   31.125   -1.151   0.5482      2.8755  7.487   0.5668  77.8312   0.8957   0.0060   1.5016   0.0000   0.0934   0.5875     88.7     3    1.045    140401   0.9018   0.8897     2.17250   1.0000000
  2210   14.710   13.369   16.920   24.883   -1.147   0.6073      5.1374  6.862   0.6181  76.7424   0.8917  -0.0022   1.5950   0.0000   0.1074   0.1249    197.4     3    1.132    144933   0.8928   0.8907     0.47871   1.0000000
  2211   13.240   11.361   18.019   26.896   -1.148   0.4455      2.7836  8.688   0.6451  78.3242   0.8975  -0.0571   1.5258   0.0000   0.0847   0.5709     91.0     3    1.180    130486   0.9030   0.8920     1.72009   1.0000000
  2212    5.640    7.315   19.503   31.165   -1.153   0.4005      1.0228  7.161   0.4665  78.9913   0.8998  -0.0098   1.3954   0.0000   0.0655   0.6860     24.6     4    0.327    312203   0.9080   0.8916     1.24746   1.0000000
  2213    7.750    9.747   21.019   47.171   -1.162   0.7557      3.3759  7.596   0.5500  82.4032   0.9107   0.0063   1.1727   0.0000   0.1705   0.3344     47.0     4    1.165    131085   0.9133   0.9080     1.78386   1.0000000
  2214    8.080    9.694   18.643   38.968   -1.150   0.5341      2.3533  8.819   0.5862  79.3193   0.9009   0.0094   1.4062   0.0000   0.0829   0.7127     57.9     4    1.064    125139   0.9080   0.8938     2.96755   1.0000000
  2215   29.330   42.233   15.664   10.228   -1.146   2.2171    185.7348  2.431   0.4587  70.3029   0.8636   0.0032   2.0355   0.0000   0.1441   0.0006  19971.4     3    1.591    286684   0.8636   0.8636     0.01783   1.0000000
  2216    6.750   13.173   15.898   16.112   -1.146   0.8236      6.7245  3.219   0.3645  68.5845   0.8546   0.0030   1.8306   0.0000   0.0930   0.1319    449.2     3    0.879    169280   0.8566   0.8526     0.45068   1.0000000
  2217    4.990   11.825   17.034   12.997   -1.147   0.5500      3.6223  3.492   0.3795  67.1181   0.8464   0.0020   1.8932   0.0000   0.1206   0.8393    280.4     3    0.811    176869   0.8625   0.8303     1.82144   1.0000000
  2218   32.630   46.541   16.057    7.452   -1.146   1.7569    178.6864  2.463   0.4622  70.5237   0.8647   0.0035   2.0367   0.0000   0.2461   0.0423  19266.4     3    1.571    326718   0.8655   0.8640     0.76776   1.0000000
  2219    7.250   11.743   16.891   40.985   -1.147   1.8582     12.0471  3.234   0.3355  79.7239   0.9023   0.0030   1.1639   0.0000   0.2169   0.0913    163.8     3    1.115    129611   0.9031   0.9014     0.90069   1.0000000
  2220   37.800   45.773   16.501    7.428   -1.147   1.6923    166.6916  2.508   0.4714  70.3319   0.8638   0.0033   2.0576   0.0000   0.2343   0.0068  18869.2     3    1.596    325711   0.8639   0.8636     0.11965   1.0000000
  2221   38.480   41.994   16.594    9.537   -1.147   1.9656    163.0479  2.544   0.4800  70.3910   0.8641   0.0021   2.0531   0.0000   0.1563   0.0028  18262.5     3    1.643    293308   0.8641   0.8640     0.06698   1.0000000
  2222   39.460   39.611   16.669   11.275   -1.147   2.1911    161.4088  2.543   0.4798  70.5425   0.8648   0.0033   2.0545   0.0000   0.1029   0.0028  18136.7     3    1.676    272756   0.8649   0.8648     0.08403   1.0000000
  2223   35.650   39.420   16.842   11.140   -1.147   2.1494    157.1226  2.552   0.4813  70.4455   0.8643   0.0020   2.0624   0.0000   0.1006   0.0089  17983.6     3    1.667    276166   0.8645   0.8642     0.26032   1.0000000
  2224   34.920   38.875   17.026   11.541   -1.147   2.1811    155.0406  2.569   0.4842  70.6557   0.8654   0.0020   2.0632   0.0000   0.0890   0.0036  17779.7     3    1.682    273145   0.8654   0.8653     0.10940   1.0000000
  2225   39.620   37.770   17.123   12.212   -1.147   2.2504    150.7235  2.557   0.4814  70.4443   0.8643   0.0033   2.0721   0.0000   0.0666   0.0026  17643.6     3    1.701    263843   0.8644   0.8643     0.08350   1.0000000
  2226    6.720   13.141   17.437   21.573   -1.147   0.5665      4.6021  6.249   0.5821  73.6151   0.8791   0.0044   1.7530   0.0000   0.0536   0.1588    256.5     3    1.010    162606   0.8807   0.8774     0.54433   1.0000000
  2227   39.100   38.301   17.320   11.268   -1.147   2.1213    146.0690  2.538   0.4782  70.3922   0.8641   0.0035   2.0786   0.0000   0.0884   0.0054  17358.1     3    1.685    272933   0.8643   0.8639     0.31118   1.0000000
  2250    5.380   11.281   16.665    6.413   -1.147   0.5851      3.4997  1.543   0.0692  66.5451   0.8430   0.0031   2.1953   0.0000   0.1598   0.0727    546.8     3    0.653    202549   0.8633   0.8228     0.20957   1.0000000
  2251    6.300   13.049   14.864    7.808   -1.146   0.5202      4.1753  2.448   0.2599  54.0986   0.7426  -0.0005   2.1834   0.0000   0.1003   0.2548    634.3     3    0.694    196306   0.7494   0.7358     0.33033   1.0000000
  2253   16.550   22.666   14.925   14.961   -1.146   2.3348     56.5249  1.816   0.2349  70.7941   0.8661  -0.0011   1.9072   0.0000   0.0823   0.0091   4509.0     3    1.182    200722   0.8663   0.8658     0.17014   1.0000000
  2254   16.440   22.139   15.137   15.250   -1.146   2.3130     53.4150  1.824   0.2334  70.2537   0.8634  -0.0004   1.9279   0.0000   0.0643   0.0135   4471.8     3    1.200    196253   0.8638   0.8630     0.25364   1.0000000
  2255   12.630   13.536   15.764   36.795   -1.146   2.6694     23.0343  2.332   0.2095  75.5025   0.8869  -0.0185   1.4647   0.0000   0.0541   0.0545    648.7     3    1.246    124551   0.8880   0.8859     1.00115   1.0000000
  2256   11.170   13.036   16.412   34.716   -1.146   2.4548     19.6481  2.304   0.2193  74.9757   0.8848  -0.0092   1.5155   0.0000   0.0383   0.0183    624.6     3    1.073    143811   0.8852   0.8845     0.29416   1.0000000
  2257   10.710   12.306   18.652   34.956   -1.150   2.2592     16.1139  2.380   0.2139  77.6105   0.8950  -0.0042   1.4767   0.0000   0.0738   0.2527    467.2     3    1.236    136183   0.9007   0.8893     4.18459   1.0000000
  2259   12.440   11.451   21.325   40.144   -1.165   2.1650     13.3527  2.652   0.2335  81.6312   0.9084  -0.0103   1.4167   0.0000   0.0742   0.0618    335.4     3    1.493    123002   0.9098   0.9070     1.16246   1.0000000
  2260    9.220    9.015   22.424   31.724   -1.176   1.1185      4.2966  3.201   0.1963  71.3536   0.8688  -0.0840   1.4641   0.0000   0.0556   0.2641    121.1     3    1.308    118205   0.8735   0.8641     1.03540   1.0000000
  2261    8.070    8.154   24.118   97.842   -1.200   2.8982      9.0551  3.436   0.2512  89.4977   0.9289   0.2646   1.3452   0.0000   0.0539   0.0443    191.7     3    1.743     91105   0.9311   0.9267     4.42422   1.0000000
  2262   20.990   21.049   15.489   10.301   -1.146   1.4588     30.3736  1.855   0.2515  67.9982   0.8514   0.0012   2.0951   0.0000   0.0835   0.0474   3751.6     3    1.053    216180   0.8530   0.8498     0.45103   1.0000000
  2263   18.240   20.443   15.802    9.671   -1.146   1.3579     26.6430  1.817   0.2352  67.2730   0.8473   0.0029   2.1318   0.0000   0.0813   0.0209   3583.5     3    1.022    220512   0.8481   0.8465     0.17451   1.0000000
